movieId,movie_idx,title_clean,genres_clean,corpus
37720,1965,"Exorcism of Emily Rose, The",drama horror mystery thriller,"exorcism of emily rose, the drama horror mystery thriller drama horror mystery thriller law court drama spiced with horror. 1970s courtroom drama exorcism priest spirits occult eric's dvds christians are morons she was possessed by spirits pretending to be satan as spirits are into trickery she wasn't possessed by satan stupid as hell saturn award (best horror film) strong performances carry this flick better than expected courtroom possession exceptional acting"
39183,1966,Brokeback Mountain,drama romance,brokeback mountain drama romance drama romance canada dani2006 seen 2008 passionate cinematographer:rodrigo prieto gay tragedy giddyup divx genius heartbreaking modern classic perfect heath ledger beautiful love story moving in netflix queue ye haw! ride em cowboy!!!! library oscar (best directing) breakthroughs breathtaking gay cowboy would have been 4.5 if not for the schmaltzy tough-guy-in-front-of-fireworks moment. homosexuality literary adaptation glbt bought the dvd. erlend's dvds oscar (best picture) romance 1960s 1970s 1980s based on a short story calgary forbidden love gay bashing loss moviepig top pick oscar (best music - original score) rodeo seen 2007 sexuality thanksgiving whiskey wyoming bittersweet earthy elegiac intimate melancholy poignant camp well-done queer oscar movie ang lee jake gyllenhaal quite romantic sad seen 2006 nudity (topless - notable) want to see again made me cry watched 2006 cow pokin' in them thar hills stunning alberta cowboy owned tumey's dvds arresting concept & setting;their attraction/confusion/angst is understated but affecting better than expected gay plot almost not necessary bruce campbell slashy wow! social message my movies art 06 oscar nominated best movie michelle williams gay cowboys eating pudding need to own eh country cowboys flaming to watch gay love ummarti2006
39231,1967,Elizabethtown,comedy drama romance,elizabethtown comedy drama romance comedy drama romance good but not as good as garden state boring disappointing much better than i thought! death funeral life love bad terrible atmospheric music below r freebird
40614,1968,Derailed,drama thriller,derailed drama thriller drama thriller clive owen predictable too predictable adultery con disturbing infidelity eric's dvds movies 8 unoriginal cheating depressing weak ending medium to low predictability level
41571,1969,Memoirs of a Geisha,drama romance,"memoirs of a geisha drama romance drama romance beautifully filmed - a pleasure to watch - the friend i was with said it was even better than the book so amazing courtesan oscar (best cinematography) geisha japan my dvds besutiful cinemotography women japan world war w drama slow and predictable plot uuuuuuuh...wonderful tosee owned history romance ww2 wwii watched 2007 adapted from:book author:arthur golden years of degredation and humiliation and they sell your ""mizuage"" to the creepiest keymaster incredible makeup japanese culture memory ken watanabe koji yakusho michelle yeoh youki kudoh ziyi zhang cruelty slavery survival women"
41573,1970,"Family Stone, The",comedy drama romance,"family stone, the comedy drama romance comedy drama romance mulroney and wilson are great as bros too many cliches sad funny utterly predictable ensemble flick american sign language connecticut loss love massachusetts relationships bad emotion! fun great it couldn't decide what it wanted to be"
43923,1971,Madea's Family Reunion,comedy drama,madea's family reunion comedy drama comedy drama madeleine stowe
44191,1972,V for Vendetta,thriller,v for vendetta thriller thriller directorial debut subversive inspirational thought-provoking unique dani2006 mt ohsoso based-comic-book dystopia ambiguous moral ambiguity social control 1984 comic book revenge homosexuality politics propaganda distopia dystopic future r futuristmovies.com imdb top 250 scope stephen fry patriot act anarchy action confrontational dark hero facism future dystopia idealism point sci-fi fascism graphic novel alan moore bombs dc comics disacknowledged guy fawkes knives like-i-like top pick london movielens top pick prison revolution revolutionary seen 2007 sexualized violence sourcelight top pick terrorism virus forceful grim rousing slick tense based on a comic watched 2006 adapted from:comic author:alan moore killer-as-protagonist murder hugo weaving natalie portman saturn award (best actress) top 5 movie justice colourful visually appealing good but not great vhs good acting super-hero wachowski brothers not as good as i expected killing activism clearplay torture anarchism based on a book totalitarianism movie to see john hurt to-rent awesome loved it lacked substance premise was very comfortable ummarti2006 expected more
44195,1973,Thank You for Smoking,comedy,thank you for smoking comedy comedy directorial debut dani2006 dark comedy satire big tobacco cigarettes lobbyism dark humor spin potential oscar nom rent overrated smoking sundance award winner congress r owned narrated legenda pt-br movielens top pick yahoo top pick watched 2007 i laughed at its satire politics blockbuster dvd movie to see pretty good but not great satire about smoking rob lowe oppl clearplay propaganda funny independent film indie marlboro man merchants of death santa monica santa monica pier washington dc disappointing to-rent i came out loving it i went to becuase there wasn't anything else very smart movie ummarti2006
45447,1974,"Da Vinci Code, The",drama mystery thriller,"da vinci code, the drama mystery thriller drama mystery thriller based on a book religion dani2007 fast paced literature paul bettany rent museum sacrilege pg-13 bullshit history faithful to book typical ron howard typical tom hanks christianity conspiracy theory gnosticism adventure batman clues tom hanks audrey tautou watched 2007 adapted from:book would have been better if i hadn't read the book london paris owned dvd-r book is better dance the truth! flick controversial jean reno ron howard not as good as i expected make up your own mind. see it shit anti-christian sucky ending / ""off"" parts watch for a good metaphor or two disappointing ummarti2007"
45668,1975,"Lake House, The",drama fantasy romance,"lake house, the drama fantasy romance drama fantasy romance chicago love story time mystery architecture good romantic comedies sandra bullock sweet love letters remake keanu reeves jane austen persuasion time travel 14-2-2007"
45672,1976,Click,comedy drama fantasy,click comedy drama fantasy comedy drama fantasy oscar nom 2007 architecture regrets remote control second chance adam sandler watched 2007 be satisfied with your life little man culver city new york city visual design pua classic family bonds click family humping remote i wouldn't watch more than once - but it made me cry
46578,1977,Little Miss Sunshine,comedy drama,little miss sunshine comedy drama comedy drama beaty contests children's drama pointless poor plot family drama road trip beauty pageant dysfunctional family existential philisophical quirky dani2006 funny good fun annoying comedy divx greg kinnear oscar nom 2007 potential oscar nom favorite nonconformity steve carell all the actors were just wonderful!! a movie for anybody california eccentric families hilarious! kitsch nietzche parenthood quirky good seen 2006 suicide attempt toni collette want to see watched 2007 drugs family bonds irreverent messed up in a good way r jonossa indie off-beat comedy imdb top 250 road movie best soundtrack disfunctional family air force academy dreams arizona car trouble failure ice cream pornography's influence proust success volkswagen feel good movie affectionate deadpan heartwarming suburban dysfunction toplist06 seen at the cinema avuncular grandfather-figure dvd:alternate endings see also:little miss sunshine see also:strictly ballroom subgenre:family dynamics subgenre:road trip dysfunctional family tumey's dvds cute feel-good anti conformity - be who you want to be inspirational really funny life exceptional acting hilarious homosexuality pornography title spoken by character vow of silence my movies need to own comedy and action great great movie it has drama ummarti2006 6-4-2007
47099,1978,"Pursuit of Happyness, The",drama,"pursuit of happyness, the drama drama will smith oscar nom 2007 potential oscar nom feelings bittersweet san francisco jonossa earnest poignant tearjerking understated toplist06 alameda oakland k movie tumey's dvds courage pg13 depressing motivation below r movie to see"
47950,1979,Hollywoodland,crime drama mystery thriller,hollywoodland crime drama mystery thriller crime drama mystery thriller adrien brody potential oscar nom best movie of the year. !950's superman tv show george reeves george reeves suicide superman tv show ben affleck holocaust poland superman clearplay r i am a big adrien brody fan and he did not dissappoint me here the atmosphere very natural the photagraphy is amazing
47970,1980,"Last Kiss, The",comedy drama,"last kiss, the comedy drama comedy drama my remake zack braff being trapped cheating devotion freedom lying nailing hot college chicks wisconson netflixq"
48385,1981,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,comedy,borat: cultural learnings of america for make benefit glorious nation of kazakhstan comedy comedy hard to watch irreverent satire subversive vulgar male nudity gross extremely funny nudity (full frontal - notable) road trip racist rubbish oscar nom 2007 potential oscar nom sacha baron cohen bears anti-semitism religiously offensive los angeles r on computer erlend's dvds alabama cringe gross out mockumentary new york city racism seen 2006 texas virginia chicken in a bag kazakhstan united states low humour toilet humor funny watched 2007 social commentary 'i want to meke romance explosion on her stomatch!' not funny new york washington dc racially offensive sascha baron cohen humour overrated crude humor not as good as the show cohen seen at the cinema america borat cultural exchange clearplay movie to see don't forget to see acidly funny kazajistan
48394,1982,Pan's Labyrinth (El Laberinto del fauno),drama fantasy thriller,pan's labyrinth (el laberinto del fauno) drama fantasy thriller drama fantasy thriller divx excellent story but far too gory oscar nom 2007 potential oscar nom surreal faun imagination parallel universe dark fairytale 1940s allegory bloody fairy tale gore mother-daughter relationship sad toplist06 violent world war ii on disc lush spanish civil war looks interesting -- atmosphere guillermo del toro beautiful creates a new world visually appealing imdb top 250 bibliothek disturbing violence adolescence fantasy spanish erlend's dvds 1940's baby faerie tale fascism forest guerrillas housekeeper macabre oscar (best art direction) oscar (best cinematography) oscar (best makeup) oscar nominee: foreign language (mexico) oscar nominee: music - original score oscar nominee: original screenplay r sacrifice seen 2007 segovia spain stepfather storm stylized atmospheric forceful goth foreign hdtv parallels great fantasy sci-fi fantasy world great villain coming-of-age maze murder paired with:devil's backbone paired with:pan's labyrinth subgenre:fable saturn award (best international film) saturn award (best performance by a younger actor) tragedy owned good but not great somewhat overrated twist ending child lead bittersweet individual corvallis library adventure dead drama history life netflix instant watching
49272,1983,Casino Royale,action adventure thriller,casino royale action adventure thriller action adventure thriller product placement estereotyped dani2007 daniel craig james bond 007 divx potential oscar nom casinos gambling poker pg-13 guilty pleasure literary adaptation scope bond james bond bond parkour cars adapted from:comic author:ian fleming bahamas banks england espionage franchise gadget car hungary lake como london montenegro poison seen 2006 series:james bond spies torture venice seen at the cinema watched 2006 action 007 (series) adultery assassin killer as protagonist murder prequelto:quantum of solace[2008] sequelto:casino royale[2006] bond would never ever be caught driving a frikkin ford st. johns first novel owned ======================= pg13 realistic action great britain movie to see dvd-video bom spy ummarti2007 14-12-2006 great action
54286,1984,"Bourne Ultimatum, The",action adventure mystery thriller,"bourne ultimatum, the action adventure mystery thriller action adventure mystery thriller based on a book imdb top 250 robert ludlum assassin assassin-in-training (scene) espionage twist ending spy thriller action adapted from:book author:robert ludlum bechdel test:fail car chase conspiracy foot chase manhunt murder oscar (best editing) oscar (best sound editing) oscar (best sound) pg-13 pg-13:intense sequences of action pg-13:violence scope seen 2008 setting:london setting:madrid setting:morocco setting:moscow setting:nyc spies third part torture trilogy trilogy:jason bourne toplist07 boring full of cliches 19-8-2007 killer-as-protagonist murder/fatality owned madrid pg13 great plot cia movie to see netflix"
56367,1985,Juno,drama romance,juno drama romance drama romance imdb top 250 do zassania overrated toplist07 pregnancy teenage pregnancy teenager about a girl comedy cult film high school must see! notable soundtrack excellent script not as good as little miss sunshine ellen page jennifer garner characters talk like they are on btvs notable:dialogue humor jason reitman michael cera minnesotan witty current owned pg13 knocked up in highschool napoleon dynamite female version clever dialog foul language hilarious adoption female lead library on hold
176,1986,Living in Oblivion,comedy,living in oblivion comedy comedy behind-the-scenes film-making meta-indie dwarf indie nudity (topless)
358,1987,Higher Learning,drama,higher learning drama drama college racism wakeup call eh -  took me two watches to kinda like it
428,1988,"Bronx Tale, A",drama,"bronx tale, a drama drama great movie deniro bibliothek eric's dvds directorial debut robert de niro mafia al pacino italian new york bikers coffee cake dad peer presssure"
441,1989,Dazed and Confused,comedy,dazed and confused comedy comedy bullying affectionate deadpan easygoing high school life irreverent nostalgic party film peer pressure quirky 1970s drugs texas ben affleck marijuana notable cast rory cochrane wired 50 greatest soundtracks austin tx teen
714,1990,Dead Man,drama mystery western,dead man drama mystery western drama mystery western jim jarmusch beautiful iggy pop!!! johnny depp bleak dreamlike enigmatic hallucinatory melancholy quirky bfi modern classic western 4 lance henriksen black and white not corv lib
866,1991,Bound,crime drama romance thriller,bound crime drama romance thriller crime drama romance thriller crime drama 3 lesbian mafia organized crime thelma & louise exotic thriller slash lesbian matrix noir to see on disc on dvr directorial debut heist gay atmospheric downbeat ominous sexy stylized tense lgbt queer lesbian character lesbian sex scene nudity (topless - notable) murder psycho triller dvd bdsm wachowski bros. didn't see dramatic no hot girls! well acted mob money
1147,1992,When We Were Kings,documentary,when we were kings documentary documentary oscar (best documentary feature) darrin boxing in netflix queue library documentary own quando eravamo re inspiring character based on real person:muhammad ali sport:boxing vibrant spike lee muhammad ali tumey's dvds
1392,1993,Citizen Ruth,comedy drama,citizen ruth comedy drama comedy drama directorial debut want to see again underrated
1449,1994,Waiting for Guffman,comedy,waiting for guffman comedy comedy christopher guest hysterical mockumentary deadpan farce missouri musical small town theatre affectionate humorous quirky satirical silly witty j netflix he's never on time... rent theater
2336,1995,Elizabeth,drama,elizabeth drama drama historical epic dvd england british history biopics elizabethan cate blanchett !!!! nudity (topless) biographical biography not historically accurate head-of-state monarchy r cate blanchett history true story to-rent
2491,1996,Simply Irresistible,comedy romance,simply irresistible comedy romance comedy romance food hw comedy
195,1997,Something to Talk About,comedy drama romance,something to talk about comedy drama romance comedy drama romance 
550,1998,Threesome,comedy romance,threesome comedy romance comedy romance nudity (rear) nudity (topless - brief) group sex
605,1999,One Fine Day,drama romance,one fine day drama romance drama romance bibliothek afternoon section alex d. linz charles durning george clooney mae whitman michelle pfeiffer
804,2000,She's the One,comedy romance,she's the one comedy romance comedy romance jennifer aniston irish americans tom petty
898,2001,"Philadelphia Story, The",comedy romance,"philadelphia story, the comedy romance comedy romance afi 100 screwball cary grant james stewart katherine hepburn divorce national film registry oscar (best actor) remade imdb top 250 bibliothek afi #51 best performance:  katharine hepburn as tracy lord awesome quite romantic romance strong women adapted from b'way tumey's dvds john howard roland young ruth hussey classic need to own afi 100 (laughs)"
900,2002,"American in Paris, An",musical romance,"american in paris, an musical romance musical romance france national film registry oscar (best cinematography) oscar (best picture) on computer film theory & criticism classic afi #68 best picture afi 100"
910,2003,Some Like It Hot,comedy crime,some like it hot comedy crime comedy crime romantic comedy black and white classic comedy funny as hell quotable men in drag national film registry usa film registry veja imdb top 250 organized crime cross-dressing men great last lines afi #14 best performance:  jack lemmon as jerry/daphne favorite friends should see slashy want to see again men disguised as women farce fish out of water gangster gender disguise on the run oscar (best costume design) prohibition tumey's vhs marilyn monroe movie to see afi 100 afi 100 (laughs) afi 100 (movie quotes)
1353,2004,"Mirror Has Two Faces, The",comedy drama romance,"mirror has two faces, the comedy drama romance comedy drama romance personals ads hw drama library vhs"
1416,2005,Evita,drama musical,evita drama musical drama musical musical why do they make good shows into bad movies? 3 andrew lloyd weber argentina history boring adapted from b'way antonio banderas madonna decent pairing of antonio banderas and madonna was strange. comes up short i guess music opera dramatic politics not seen
1487,2006,Selena,drama musical,selena drama musical drama musical biography music business true story edward james olmos
1593,2007,Picture Perfect,comedy romance,picture perfect comedy romance comedy romance jennifer aniston bibliothek
2078,2008,"Jungle Book, The",animation children comedy musical,"jungle book, the animation children comedy musical animation children comedy musical disney bear necessities how can you not love clasic disney? bears talking animals adapted from:book author:rudyard kipling disney animated feature classic tumey's vhs (s)vcd avi great disney movie jude law"
2088,2009,Popeye,adventure comedy musical,popeye adventure comedy musical adventure comedy musical robert altman animation remade as live action paul dooley paul l. smith ray walston richard libertini robin williams shelley duvall altman
2108,2010,L.A. Story,comedy romance,l.a. story comedy romance comedy romance steve martin weather forecaster social commentary nudity (topless - brief) magic realism setting:la shakespearean references weather reporter as protagonist tv vhs cameos los angeles magical realism shakespeare references
2146,2011,St. Elmo's Fire,drama romance,st. elmo's fire drama romance drama romance teen friendship 80's classic washington dc post-college 1980s
2248,2012,Say Anything...,comedy drama romance,say anything... comedy drama romance comedy drama romance directorial debut john cusack in your eyes lloyd dobbler overrated romance teens seen more than once cameron crowe 1980s teen get
2316,2013,Practical Magic,drama fantasy mystery romance,practical magic drama fantasy mystery romance drama fantasy mystery romance bibliothek afternoon section favorites own magic women aiden quinn dianne wiest nicole kidman sandra bullock evan rachel wood stockard channing
2468,2014,Jumpin' Jack Flash,action comedy romance thriller,jumpin' jack flash action comedy romance thriller action comedy romance thriller directorial debut whoopi goldberg
2599,2015,Election,comedy,election comedy comedy black comedy high school dvd zim very funny payne seen more than once best performance:  reese witherspoon as tracy flick dark comedy teen biting cynical deadpan extramarital affairs high school life humorous irreverent obsessive quests on the campaign trail satirical sibling relationships teachers and students witty hilarious!! :d dry funny two hours of suck alaxander payne matthew broderick reese witherspoon mtv didn't finish watch-again re-watch alexander payne
2633,2016,"Mummy, The",horror romance,"mummy, the horror romance horror romance mummy scary movies to see on halloween"
3072,2017,Moonstruck,comedy romance,moonstruck comedy romance comedy romance cher new york oscar (best actress) oscar (best supporting actress) boring overrated opera new york city cher's good! nicolas cage ewww moore nicholas cage afi 100 (laughs) afi 100 (movie quotes)
3142,2018,U2: Rattle and Hum,documentary musical,u2: rattle and hum documentary musical documentary musical ahem... concert dvd
3363,2019,American Graffiti,comedy drama,american graffiti comedy drama comedy drama rock and roll afi 100 lucas george lucas 1960s arcade cars coming of age dance drive-in first love friendship gangs great soundtrack hormonal innoncence liquor store love moped national film registry nocturnal police radio reference to thx 1138 school street race wired 50 greatest soundtracks 1950's teen breakthroughs afi 100 (laughs) afi #77 can't remember facebook rec radio dj betamax
3394,2020,Blind Date,comedy romance,blind date comedy romance comedy romance betamax
3436,2021,Dying Young,drama romance,dying young drama romance drama romance 
3604,2022,Gypsy,musical,gypsy musical musical adapted from:play
3712,2023,Soapdish,comedy,soapdish comedy comedy television
205,2024,Unstrung Heroes,comedy drama,unstrung heroes comedy drama comedy drama john turturro
289,2025,Only You,comedy romance,only you comedy romance comedy romance robert downey jr can't remember bonnie hunt fisher stevens joaquin de almeida marissa tomei
378,2026,Speechless,comedy romance,speechless comedy romance comedy romance 
830,2027,"First Wives Club, The",comedy,"first wives club, the comedy comedy adultery can't remember women"
1021,2028,Angels in the Outfield,children comedy,angels in the outfield children comedy children comedy christopher lloyd baseball sport:baseball?
1453,2029,"Beautician and the Beast, The",comedy romance,"beautician and the beast, the comedy romance comedy romance "
1474,2030,Jungle2Jungle (a.k.a. Jungle 2 Jungle),children comedy,jungle2jungle (a.k.a. jungle 2 jungle) children comedy children comedy jungle
1526,2031,Fathers' Day,comedy,fathers' day comedy comedy bibliothek billy crystal robin williams
1604,2032,Money Talks,action comedy,money talks action comedy action comedy easygoing light members of the press tense unlikely friendships upbeat chris tucker
1646,2033,Rocket Man,children comedy romance sci fi,rocket man children comedy romance sci fi children comedy romance sci fi oscar (best directing)
1672,2034,"Rainmaker, The",drama,"rainmaker, the drama drama based on a book in netflix queue on computer interesting john grisham exceptional acting law danny devito matt damon andrew shue claire danes dean stockwell jon voight mary kay place mickey rourke teresa wright virginia madsen francis ford coppola typical john grisham"
1701,2035,Deconstructing Harry,comedy drama,deconstructing harry comedy drama comedy drama woody allen dvd-video
1711,2036,Midnight in the Garden of Good and Evil,comedy crime drama mystery,midnight in the garden of good and evil comedy crime drama mystery comedy crime drama mystery good adaptation of the book divx great cast jude law want to own savannah adapted from:book kevin spacey irma p. hall jack thompson john cusack
1713,2037,Mouse Hunt,children comedy,mouse hunt children comedy children comedy directorial debut cinematographer:phedon papamichael violent
1888,2038,Hope Floats,comedy drama romance,hope floats comedy drama romance comedy drama romance blindfold harry connick jr. can't remember sandra bullock
2314,2039,Beloved,drama,beloved drama drama book nudity (full frontal) corvallis library
125,2040,Flirting With Disaster,comedy,flirting with disaster comedy comedy nudity (topless - brief) want to see again screwball comedy
162,2041,Crumb,documentary,crumb documentary documentary in netflix queue qube documentary netflixq cynical deliberate disturbing irreverent quirky raunchy sexual wry biographical fucked up
314,2042,"Secret of Roan Inish, The",children drama fantasy mystery,"secret of roan inish, the children drama fantasy mystery children drama fantasy mystery all i remember about this movie is that jamie was a seal. and something about the mother being a unicorn... unless i have my irish movies messed up. magic"
549,2043,Thirty-Two Short Films About Glenn Gould,drama musical,thirty-two short films about glenn gould drama musical drama musical biopics canada music nonlinear
602,2044,"Great Day in Harlem, A",documentary,"great day in harlem, a documentary documentary jazz music"
803,2045,Walking and Talking,comedy drama romance,walking and talking comedy drama romance comedy drama romance dating friendship marriage
994,2046,Big Night,comedy drama,big night comedy drama comedy drama stanley tucci food italian new jersey immigrant immigrants isabella rossellini tony shalub 1950s brothers failing business kitchen restaurant chelsea pier ian holm italian cooking italian music italians keystone timpano
1034,2047,Freeway,comedy crime drama thriller,freeway comedy crime drama thriller comedy crime drama thriller camp neo-noir
1120,2048,"People vs. Larry Flynt, The",comedy drama,"people vs. larry flynt, the comedy drama comedy drama great. surprise excellence from mrs.cobain how world works pornography historical grit drama woody harrelson wheelchair edward norton very good very interesting nudity (full frontal - notable) factual biographical view katso sanna! 3.5 biographical d comedy okay once partly seen"
1179,2049,"Grifters, The",crime drama film noir,"grifters, the crime drama film noir crime drama film noir 3 caper crime mobster angelica huston drama john cusack new  nior dramatic best performance:  angelica huston as lilly dillon nudity (full frontal) adapted from:book scams clever con-gaming loved it dark annette bening"
1594,2050,In the Company of Men,comedy drama,in the company of men comedy drama comedy drama misogyny
1834,2051,"Spanish Prisoner, The",crime drama mystery thriller,"spanish prisoner, the crime drama mystery thriller crime drama mystery thriller twist ending library vhs netflix con men trust no one"
1966,2052,Metropolitan,comedy,metropolitan comedy comedy hulu deadpan literate talky urbane witty wry manhattan upper class
2064,2053,Roger & Me,comedy documentary,roger & me comedy documentary comedy documentary directorial debut alone documentary american idiocy general motors michigan propaganda auto industry layoffs gm michael moore capitalism corporate america documentary critique politics in netflix queue workers workplace
2111,2054,"Man with Two Brains, The",comedy,"man with two brains, the comedy comedy dumb but funny nudity (topless)"
2171,2055,Next Stop Wonderland,comedy drama romance,next stop wonderland comedy drama romance comedy drama romance aquarium boston personals ads date movie great soundtrack philip seymour hoffman
2324,2056,Life Is Beautiful (La Vita Ã¨ bella),comedy drama romance war,life is beautiful (la vita ã¨ bella) comedy drama romance war comedy drama romance war italian foreign holocaust world war ii father-son relationship maintaining illusion reference to aktion t4 oscar (best actor) benigni on computer imdb top 250 heartwarming nice movie own subscription bittersweet menacing poignant sentimental tearjerking whimsical good comedy roberto benigni optimism moving wwii want to see again 2.5 original dramatic score) oscar (best actor in a leading role) oscar (best foreign language film) oscar (best music tumey's dvds oscar winner _jur pro-life father love son survival need to own corvallis library
2331,2057,Living Out Loud,comedy drama romance,living out loud comedy drama romance comedy drama romance bibliothek nudity (full frontal)
2570,2058,"Walk on the Moon, A",drama romance,"walk on the moon, a drama romance drama romance adultery nudity (topless)"
2677,2059,Buena Vista Social Club,documentary musical,buena vista social club documentary musical documentary musical cuba musicians in netflix queue concert life life in general music business musician's life old age on dvr wim wenders 4 music documentary
3125,2060,"End of the Affair, The",drama,"end of the affair, the drama drama graham greene nudity (topless - notable)"
695,2061,True Crime,mystery thriller,true crime mystery thriller mystery thriller 
1269,2062,Arsenic and Old Lace,comedy mystery thriller,arsenic and old lace comedy mystery thriller comedy mystery thriller stageplay hysterical murder imdb top 250 almost favorite friends should see funny as hell well plotted love story everyone has a crazy aunt.  but two? tumey's dvds cary grant classic screwball comedy need to own afi 100 (laughs)
1327,2063,"Amityville Horror, The",horror,"amityville horror, the horror horror creepy singing haunted house nudity (topless) possession remade"
1965,2064,Repo Man,comedy sci fi,repo man comedy sci fi comedy sci fi punk breakthroughs aliens black comedy los angeles notable soundtrack redefining the 80s dark comedy setting:la tumey's dvds cult classic punks wired 50 greatest soundtracks evil government alex cox macguffin surreal
1986,2065,Halloween 5: The Revenge of Michael Myers,horror,halloween 5: the revenge of michael myers horror horror slasher franchise
2401,2066,Pale Rider,western,pale rider western western clint eastwood not corv lib
2530,2067,Beneath the Planet of the Apes,action sci fi,"beneath the planet of the apes action sci fi action sci fi action cult film doomsday ""damn dirty apes"" dvd-ram"
2532,2068,Conquest of the Planet of the Apes,action sci fi,"conquest of the planet of the apes action sci fi action sci fi futuristmovies.com ""damn dirty apes"" dvd-ram"
2533,2069,Escape from the Planet of the Apes,action sci fi,"escape from the planet of the apes action sci fi action sci fi ""damn dirty apes"" time travel"
2792,2070,Airplane II: The Sequel,comedy,airplane ii: the sequel comedy comedy parody can't remember don't remember aviation
3871,2071,Shane,drama western,shane drama western drama western afi 100 national film registry book oscar (best cinematography) on computer afi #69 so sad bfi classic afi 100 (cheers) afi 100 (movie quotes)
3917,2072,Hellraiser,horror,hellraiser horror horror andy robinson nudity (topless - brief) tumey's dvds
3918,2073,Hellbound: Hellraiser II,horror,hellbound: hellraiser ii horror horror tumey's dvds
3923,2074,Return of the Fly,horror sci fi,return of the fly horror sci fi horror sci fi sequelto:the fly (1958) fly
3926,2075,Voyage to the Bottom of the Sea,adventure sci fi,voyage to the bottom of the sea adventure sci fi adventure sci fi submarine
3929,2076,"Bank Dick, The",comedy,"bank dick, the comedy comedy w.c. fields national film registry criterion corvallis library"
3932,2077,"Invisible Man, The",horror sci fi,"invisible man, the horror sci fi horror sci fi based on a book h.g. wells invisibility chemistry lust for power mad scientist national film registry universal monsters scary movies to see on halloween erlend's dvds adapted from:book author:h.g. wells"
3936,2078,Phantom of the Opera,horror musical thriller,phantom of the opera horror musical thriller horror musical thriller oscar (best cinematography) edgar barrier jan farrar nelson eddy susanna foster
3959,2079,"Time Machine, The",action adventure sci fi,"time machine, the action adventure sci fi action adventure sci fi based on a book h.g. wells futuristmovies.com time travel remadeas:the time machine(2002) remakeof:the time machine(1960) remade classic silly but good"
3985,2080,"Eagle Has Landed, The",drama war,"eagle has landed, the drama war drama war based on a book world war ii owned adapted from:book based on book nazis"
2810,2081,Perfect Blue,animation mystery thriller,perfect blue animation mystery thriller animation mystery thriller anime satoshi kon to see great anime peter jackson celebrity cult of persona stalker
5608,2082,"Experiment, The (Das Experiment)",drama thriller,"experiment, the (das experiment) drama thriller drama thriller good german movie divx favorite mass behavior frightfully good based on a true story oppression over-the-top ending subordination on disc prison psychology german movie german"
7323,2083,"Good bye, Lenin!",comedy drama,"good bye, lenin! comedy drama comedy drama eastwood seen more than once kate cold war 1970s 1980s east germany family bonds maintaining illusion socialism statue the fall of the berlin wall wide spectrum of emotions daniel brãâ¼hl katrin saãå¸ wolfgang becker drama estrangeinro historical very good german movie nudity (topless - brief) family relationships for katie tumey's dvds r vhs communism lies corvallis library"
7842,2084,Dune,drama fantasy sci fi,dune drama fantasy sci fi drama fantasy sci fi based on a book frank herbert adapted from:book series author:frank herbert dvd culte sf
8327,2085,Dolls,drama romance,dolls drama romance drama romance japan melancholy filmifriikki movielens quickpick to see takeshi kitano love surreal deliberate downbeat intimate lovers reunited mental illness poignant star-crossed lovers wistful kitano
8370,2086,Zatoichi (ZatÃ´ichi),action comedy crime drama,zatoichi (zatã´ichi) action comedy crime drama action comedy crime drama r takeshi kitano but amazing swordaction mediocre acting weird cross dressing sword fight blind samurai kitano remake japan blind swordsman blindness cgi blood cross dresser gangs of japan one swipe swordfights not corv lib millenial foreign comedies to see
32587,2087,Sin City,action crime film noir thriller,sin city action crime film noir thriller action crime film noir thriller comic book good overall film nice effects action frank miller sci-fi 3 comics based jessica alba quentin tarantino cartoon stylized crime film-noir robert rodriguez super-hero action thriller visually interesting bruce willis clive owen want it dvd more than once divx robert rodriguiz unpredictable artistic goretastic narrated prostitutes really graphic violence even though animated style benicio del toro elijah wood extreme violence is good for growing youth michael madsen my dvds best of 2005 castration quentin tarantino (special guest director) multifaceted imdb top 250 cool design based on comic funny violence own criticker top pick atmospheric bleak gruesome harsh moody nocturnal tense visceral eric's dvds nudity (topless) want to see again seen at the cinema watched 2005 adapted from:comic author:frank miller dark comedy (sortof) great cinematography killer-as-protagonist multiple storylines murder 2 must see saturn award (best action/adventure/thriller film) saturn award (best supporting actor) superhero cult graphic novel overrated owned black comedy dark film noir visually appealing violent tumey's dvds buy cannibalism sigourney weaver alexis bledel vhs r my movies noir movie to see rutger hauer comic book adaptation stylistic classic cool but freaky crime gone awry mickey rourke comic ultra-violence
33794,2088,Batman Begins,action crime,batman begins action crime action crime super-hero prequel gfei own it dvd christian bale is hot action divx christian bale ninja christopher nolan david s. goyer pg-13 superhero best of 2005 dark great story imdb top 250 dc scope the best batman's movies homelist1 adapted from:comic batman comic comic book gadget car atmospheric gritty melancholy moody nocturnal stylized favorites amazing cinematography cool costume superheros eric's dvds want to see again seen at the cinema watched 2005 alter ego batman (series) want based on comic dark hero saturn award (best actor) saturn award (best fantasy film) saturn award (best writing) secret identity league of shadows katie holmes liam neeson michael caine morgan freeman dc comics owned bruce wayne baseball good acting crime gary oldman bad camerawork slow franchise scifi dvd-video
